         689521350 function calls (683255439 primitive calls) in 448.732 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  2648604    0.549    0.000    0.549    0.000 C:\Users\Pascal\Desktop\WannaDB\lab23_wannadb_scale-up\wannadb\data\signals.py:138(value)
       20    0.403    0.020    0.544    0.027 C:\Users\Pascal\Desktop\WannaDB\lab23_wannadb_scale-up\wannadb\data\data.py:469(validate_consistency)
   809440    0.356    0.000    0.485    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\compat\py3k.py:53(isfileobj)
  1618880    0.463    0.000    0.463    0.000 {method 'readline' of '_io.StringIO' objects}
     1492    0.030    0.000    0.405    0.000 {built-in method builtins.sorted}
  2958560    0.403    0.000    0.403    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\einsumfunc.py:989(_einsum_dispatcher)
   591712    0.348    0.000    0.395    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\_methods.py:101(_clip_dep_is_byte_swapped)
       14    0.000    0.000    0.389    0.028 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\ssl_.py:355(ssl_wrap_socket)
       24    0.000    0.000    0.382    0.016 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\transformers\models\bert\modeling_bert.py:366(__init__)
   133700    0.086    0.000    0.375    0.000 C:\Users\Pascal\Desktop\WannaDB\lab23_wannadb_scale-up\wannadb\matching\matching.py:173(<lambda>)
       24    0.000    0.000    0.372    0.016 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\transformers\models\bert\modeling_bert.py:430(__init__)
       24    0.000    0.000    0.370    0.015 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\transformers\models\bert\modeling_bert.py:415(__init__)
  1618884    0.341    0.000    0.341    0.000 {method 'startswith' of 'bytes' objects}
  3550272    0.333    0.000    0.333    0.000 {built-in method _warnings._filters_mutated}
  1183424    0.326    0.000    0.326    0.000 {method 'insert' of 'list' objects}
  1184131    0.320    0.000    0.320    0.000 {method 'rpartition' of 'str' objects}
  1618880    0.280    0.000    0.320    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\format.py:613(<genexpr>)
1480985/1480984    0.302    0.000    0.302    0.000 {built-in method builtins.getattr}
   810509    0.299    0.000    0.299    0.000 {method 'join' of 'str' objects}
       14    0.000    0.000    0.293    0.021 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\ssl_.py:481(_ssl_wrap_socket_impl)
       14    0.000    0.000    0.293    0.021 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\ssl.py:494(wrap_socket)
       14    0.000    0.000    0.293    0.021 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\ssl.py:983(_create)
       14    0.000    0.000    0.292    0.021 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\ssl.py:1302(do_handshake)
       14    0.292    0.021    0.292    0.021 {method 'do_handshake' of '_ssl._SSLSocket' objects}
  1427925    0.285    0.000    0.285    0.000 {method 'get' of 'dict' objects}
       24    0.000    0.000    0.284    0.012 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\transformers\models\bert\modeling_bert.py:227(__init__)
  1183481    0.277    0.000    0.277    0.000 {method 'copy' of 'dict' objects}
   296136    0.260    0.000    0.260    0.000 {built-in method numpy.zeros}
   418688    0.167    0.000    0.258    0.000 C:\Users\Pascal\Desktop\WannaDB\lab23_wannadb_scale-up\wannadb\statistics.py:46(__getitem__)
   809440    0.255    0.000    0.255    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\tokenize.py:164(__init__)
   809440    0.234    0.000    0.234    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\contextlib.py:389(__init__)
  1712016    0.213    0.000    0.213    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.210    0.210 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\transformers\modeling_utils.py:1477(_load_state_dict_into_model)
  1380848    0.210    0.000    0.210    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:2118(_sum_dispatcher)
   809440    0.210    0.000    0.210    0.000 {built-in method sys.exc_info}
